"date","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
"2020-12-06T12:00:00.000Z",1,297.07,0.03,7.2,31.47,1.54,8.48,8.97,1.05
"2020-12-06T13:00:00.000Z",1,297.07,0.03,7.11,29.68,1.64,8.75,9.18,1.06
"2020-12-06T14:00:00.000Z",1,293.73,0.01,6.17,28.25,1.25,8.51,8.82,0.82
"2020-12-06T15:00:00.000Z",1,287.06,0.01,5.1,27.9,0.95,8.14,8.37,0.64
"2020-12-06T16:00:00.000Z",1,280.38,0,4.03,32.54,0.83,6.17,6.33,0.43
"2020-12-06T17:00:00.000Z",1,277.04,0,3.34,36.84,0.7,4.51,4.64,0.4
"2020-12-06T18:00:00.000Z",1,280.38,0,2.96,36.84,0.69,3.93,4.05,0.38
"2020-12-06T19:00:00.000Z",1,277.04,0,2.68,35.05,0.7,3.82,3.93,0.37
"2020-12-06T20:00:00.000Z",1,270.37,0,2.25,34.33,0.72,3.94,4.05,0.38
"2020-12-06T21:00:00.000Z",1,260.35,0,1.95,32.9,0.76,3.83,3.93,0.38
"2020-12-06T22:00:00.000Z",1,257.02,0,1.93,30.76,0.78,3.68,3.78,0.36
"2020-12-06T23:00:00.000Z",1,253.68,0,2.14,28.97,0.72,3.48,3.57,0.38
"2020-12-07T00:00:00.000Z",1,250.34,0,2.44,29.68,0.74,3.63,3.74,0.42
"2020-12-07T01:00:00.000Z",1,247,0,2.49,33.98,0.83,3.74,3.89,0.44
"2020-12-07T02:00:00.000Z",1,240.33,0,2.14,39.7,0.91,3.35,3.53,0.4
"2020-12-07T03:00:00.000Z",1,236.99,0,1.86,43.27,0.97,2.81,3,0.37
"2020-12-07T04:00:00.000Z",1,233.65,0,1.74,44.35,1.03,2.29,2.49,0.35
"2020-12-07T05:00:00.000Z",1,233.65,0,1.78,45.06,1.07,2.1,2.31,0.39
"2020-12-07T06:00:00.000Z",1,233.65,0,2.04,45.42,1.16,2.5,2.78,0.43
"2020-12-07T07:00:00.000Z",1,230.31,0,2.42,46.49,1.21,2.95,3.33,0.46
"2020-12-07T08:00:00.000Z",1,230.31,0,2.49,49.35,1.24,2.83,3.24,0.44
"2020-12-07T09:00:00.000Z",1,226.97,0,2.23,52.93,1.22,2.12,2.49,0.43
"2020-12-07T10:00:00.000Z",1,223.64,0,1.91,57.22,1.16,1.61,1.92,0.38
"2020-12-07T11:00:00.000Z",1,220.3,0,1.78,60.8,1.12,1.34,1.63,0.37
"2020-12-07T12:00:00.000Z",1,220.3,0,1.76,62.94,1.09,1.2,1.46,0.36
"2020-12-07T13:00:00.000Z",1,220.3,0,1.82,63.66,1.06,1.12,1.37,0.36
"2020-12-07T14:00:00.000Z",1,216.96,0,1.93,63.66,1.1,1.09,1.33,0.36
"2020-12-07T15:00:00.000Z",1,216.96,0,1.99,63.66,1.1,1.12,1.36,0.36
"2020-12-07T16:00:00.000Z",1,216.96,0,2.06,64.37,1.07,1.15,1.41,0.36
"2020-12-07T17:00:00.000Z",1,216.96,0,2.08,65.09,1.03,1.16,1.45,0.36
"2020-12-07T18:00:00.000Z",1,216.96,0,1.95,65.8,1.01,1.17,1.47,0.36
"2020-12-07T19:00:00.000Z",1,213.62,0,1.74,67.23,1.03,1.18,1.45,0.35
"2020-12-07T20:00:00.000Z",1,213.62,0,1.56,67.95,1.03,1.14,1.36,0.33
"2020-12-07T21:00:00.000Z",1,213.62,0,1.48,67.95,1.03,1.09,1.29,0.32
"2020-12-07T22:00:00.000Z",1,213.62,0,1.44,67.95,1.01,1.11,1.3,0.32
"2020-12-07T23:00:00.000Z",1,213.62,0,1.41,67.23,1.01,1.18,1.37,0.33
"2020-12-08T00:00:00.000Z",1,213.62,0,1.39,67.23,1.12,1.28,1.45,0.36
"2020-12-08T01:00:00.000Z",1,216.96,0,1.39,66.52,1.28,1.39,1.53,0.36
"2020-12-08T02:00:00.000Z",1,216.96,0,1.46,65.8,1.48,1.56,1.67,0.36
"2020-12-08T03:00:00.000Z",1,216.96,0,1.54,65.09,1.61,1.96,2.08,0.35
"2020-12-08T04:00:00.000Z",1,220.3,0,1.65,63.66,1.65,2.4,2.52,0.37
"2020-12-08T05:00:00.000Z",1,220.3,0,1.8,62.94,1.68,2.88,3.03,0.4
"2020-12-08T06:00:00.000Z",1,223.64,0,2.14,62.23,1.77,3.31,3.5,0.44
"2020-12-08T07:00:00.000Z",1,223.64,0,2.7,60.8,1.94,3.65,3.89,0.49
"2020-12-08T08:00:00.000Z",1,226.97,0,3.09,60.08,2.09,3.74,3.99,0.52
"2020-12-08T09:00:00.000Z",1,226.97,0,3.13,60.08,2.24,3.57,3.83,0.56
"2020-12-08T10:00:00.000Z",1,226.97,0,3,60.08,2.35,3.08,3.33,0.58
"2020-12-08T11:00:00.000Z",1,226.97,0.01,2.87,60.08,2.41,2.44,2.68,0.57
"2020-12-08T12:00:00.000Z",1,226.97,0.01,2.74,59.37,2.38,1.85,2.06,0.54
"2020-12-08T13:00:00.000Z",1,223.64,0,2.61,59.37,2.3,1.2,1.4,0.52
"2020-12-08T14:00:00.000Z",1,223.64,0,2.57,59.37,2.24,0.78,0.96,0.51
"2020-12-08T15:00:00.000Z",1,220.3,0,2.59,60.08,2.18,0.68,0.85,0.48
"2020-12-08T16:00:00.000Z",1,220.3,0,2.74,60.08,2.15,0.7,0.86,0.49
"2020-12-08T17:00:00.000Z",1,220.3,0,2.96,59.37,2.21,0.99,1.16,0.49
"2020-12-08T18:00:00.000Z",1,223.64,0,2.87,59.37,2.18,1.51,1.69,0.46
"2020-12-08T19:00:00.000Z",1,223.64,0,2.57,59.37,2.09,1.98,2.15,0.45
"2020-12-08T20:00:00.000Z",1,223.64,0,2.34,59.37,2,2.34,2.51,0.44
"2020-12-08T21:00:00.000Z",1,223.64,0,2.23,59.37,1.94,2.64,2.81,0.43
"2020-12-08T22:00:00.000Z",1,223.64,0,2.21,58.65,1.8,2.7,2.86,0.45
"2020-12-08T23:00:00.000Z",1,223.64,0,2.23,57.22,1.67,2.49,2.63,0.52
"2020-12-09T00:00:00.000Z",1,223.64,0,2.21,55.79,1.61,2.33,2.47,0.61
"2020-12-09T01:00:00.000Z",1,223.64,0,2.19,54.36,1.55,2.33,2.48,0.74
"2020-12-09T02:00:00.000Z",1,226.97,0,2.21,52.93,1.49,2.47,2.64,0.88
"2020-12-09T03:00:00.000Z",1,226.97,0,2.29,50.78,1.49,2.68,2.87,1.05
"2020-12-09T04:00:00.000Z",1,230.31,0,2.4,49.35,1.52,2.89,3.14,1.2
"2020-12-09T05:00:00.000Z",1,230.31,0,2.57,47.92,1.55,3.05,3.34,1.2
"2020-12-09T06:00:00.000Z",1,236.99,0,3,47.21,1.65,3.25,3.62,1.14
"2020-12-09T07:00:00.000Z",1,243.66,0,3.81,45.42,1.79,3.55,3.99,1.06
"2020-12-09T08:00:00.000Z",1,247,0,4.5,43.99,1.89,3.88,4.35,1.03
"2020-12-09T09:00:00.000Z",1,250.34,0,4.63,42.92,1.97,4.26,4.76,1.01
"2020-12-09T10:00:00.000Z",1,250.34,0,4.28,42.56,1.94,4.71,5.18,0.86
"2020-12-09T11:00:00.000Z",1,247,0,3.86,42.2,1.85,5.22,5.66,0.71
"2020-12-09T12:00:00.000Z",1,247,0,3.64,42.2,1.8,5.79,6.21,0.63
"2020-12-09T13:00:00.000Z",1,243.66,0,3.51,42.2,1.8,6.24,6.63,0.58
"2020-12-09T14:00:00.000Z",1,243.66,0,3.47,42.56,1.82,6.33,6.69,0.57
"2020-12-09T15:00:00.000Z",1,240.33,0,3.47,42.92,1.89,6.63,6.99,0.54
"2020-12-09T16:00:00.000Z",1,243.66,0,3.73,43.63,2.06,7.57,8.01,0.53
"2020-12-09T17:00:00.000Z",1,243.66,0,4.07,43.63,2.27,8.61,9.12,0.53
"2020-12-09T18:00:00.000Z",1,247,0,3.98,44.35,2.47,8.61,9.06,0.53
"2020-12-09T19:00:00.000Z",1,243.66,0,3.38,47.21,2.74,7.08,7.36,0.46
"2020-12-09T20:00:00.000Z",1,236.99,0,2.72,50.78,2.89,5.23,5.4,0.43
"2020-12-09T21:00:00.000Z",1,233.65,0,2.4,50.78,2.5,3.92,4.07,0.42
"2020-12-09T22:00:00.000Z",1,230.31,0,2.12,51.5,1.79,2.48,2.61,0.4
"2020-12-09T23:00:00.000Z",1,226.97,0,1.91,52.21,1.31,1.44,1.53,0.39
"2020-12-10T00:00:00.000Z",1,223.64,0,1.71,53.64,1.19,0.91,0.99,0.38
"2020-12-10T01:00:00.000Z",1,223.64,0,1.61,54.36,1.25,0.78,0.86,0.36
"2020-12-10T02:00:00.000Z",1,223.64,0,1.61,54.36,1.34,0.84,0.91,0.36
"2020-12-10T03:00:00.000Z",1,226.97,0,1.74,52.93,1.4,1.1,1.17,0.33
"2020-12-10T04:00:00.000Z",1,226.97,0,1.93,51.5,1.37,1.71,1.79,0.32
"2020-12-10T05:00:00.000Z",1,226.97,0,2.14,51.5,1.33,2.12,2.22,0.33
"2020-12-10T06:00:00.000Z",1,226.97,0,2.31,52.21,1.39,2.27,2.39,0.35
"2020-12-10T07:00:00.000Z",1,230.31,0,2.59,52.93,1.49,2.36,2.51,0.37
"2020-12-10T08:00:00.000Z",1,230.31,0,2.72,53.64,1.58,2.51,2.68,0.37
"2020-12-10T09:00:00.000Z",1,230.31,0,2.72,52.21,1.65,2.86,3.05,0.37
"2020-12-10T10:00:00.000Z",1,233.65,0,2.72,50.07,1.62,3.37,3.57,0.36
"2020-12-10T11:00:00.000Z",1,233.65,0.01,2.91,47.92,1.58,4.36,4.6,0.33
"2020-12-10T12:00:00.000Z",1,236.99,0.01,3.17,47.92,1.48,5.41,5.7,0.3
"2020-12-10T13:00:00.000Z",1,236.99,0,3.09,51.5,1.33,5.63,5.96,0.27
"2020-12-10T14:00:00.000Z",1,236.99,0,3.13,55.79,1.25,5.24,5.58,0.28
"2020-12-10T15:00:00.000Z",1,233.65,0,3.17,57.94,1.22,4.89,5.23,0.31
"2020-12-10T16:00:00.000Z",1,230.31,0,3.13,59.37,1.25,4.53,4.87,0.36
"2020-12-10T17:00:00.000Z",1,230.31,0,3,60.8,1.33,3.89,4.23,0.44
"2020-12-10T18:00:00.000Z",1,226.97,0,2.61,63.66,1.37,3.11,3.45,0.51
"2020-12-10T19:00:00.000Z",1,226.97,0,2.31,66.52,1.45,2.54,2.92,0.59
"2020-12-10T20:00:00.000Z",1,226.97,0,2.16,67.23,1.51,2.44,2.85,0.66
"2020-12-10T21:00:00.000Z",1,226.97,0,2.08,67.23,1.54,2.6,3,0.68
"2020-12-10T22:00:00.000Z",1,226.97,0,1.93,66.52,1.46,2.95,3.28,0.63
"2020-12-10T23:00:00.000Z",1,226.97,0,1.82,65.09,1.34,3.57,3.81,0.53
"2020-12-11T00:00:00.000Z",1,226.97,0,1.71,63.66,1.42,4.28,4.47,0.45
"2020-12-11T01:00:00.000Z",1,226.97,0,1.74,61.51,1.61,4.61,4.76,0.39
"2020-12-11T02:00:00.000Z",1,230.31,0,1.78,59.37,1.64,4.15,4.28,0.36
"2020-12-11T03:00:00.000Z",1,230.31,0,1.67,58.65,1.62,3.29,3.4,0.34
"2020-12-11T04:00:00.000Z",1,230.31,0,1.59,59.37,1.61,2.5,2.62,0.34
"2020-12-11T05:00:00.000Z",1,230.31,0,1.69,59.37,1.62,2,2.12,0.36
"2020-12-11T06:00:00.000Z",1,230.31,0,1.97,59.37,1.67,1.71,1.86,0.38
"2020-12-11T07:00:00.000Z",1,230.31,0,2.34,58.65,1.71,1.56,1.74,0.4
"2020-12-11T08:00:00.000Z",1,230.31,0,2.57,56.51,1.7,1.53,1.73,0.42
"2020-12-11T09:00:00.000Z",1,230.31,0,2.57,55.79,1.68,1.56,1.77,0.44
"2020-12-11T10:00:00.000Z",1,230.31,0,2.59,55.08,1.68,1.72,1.93,0.45
"2020-12-11T11:00:00.000Z",1,230.31,0,2.72,54.36,1.7,2.17,2.37,0.45
"2020-12-11T12:00:00.000Z",1,230.31,0,2.96,54.36,1.7,2.79,2.97,0.44
"2020-12-11T13:00:00.000Z",1,230.31,0,3.26,54.36,1.73,3.32,3.5,0.44
"2020-12-11T14:00:00.000Z",1,233.65,0,3.56,55.79,1.82,3.31,3.49,0.42
"2020-12-11T15:00:00.000Z",1,236.99,0,3.81,55.79,1.91,2.96,3.13,0.39
"2020-12-11T16:00:00.000Z",1,236.99,0,4.07,55.79,2,2.99,3.17,0.36
"2020-12-11T17:00:00.000Z",1,236.99,0,4.37,55.08,2.06,3.11,3.29,0.35
"2020-12-11T18:00:00.000Z",1,240.33,0,4.5,53.64,2.09,3.12,3.31,0.35
"2020-12-11T19:00:00.000Z",1,243.66,0,4.41,52.93,2.06,2.89,3.07,0.36
"2020-12-11T20:00:00.000Z",1,247,0,4.33,52.21,1.97,2.74,2.92,0.38
"2020-12-11T21:00:00.000Z",1,247,0,4.16,51.5,1.89,2.57,2.75,0.41
"2020-12-11T22:00:00.000Z",1,250.34,0,4.03,50.07,1.8,2.61,2.81,0.46
"2020-12-11T23:00:00.000Z",1,250.34,0,3.81,49.35,1.65,2.68,2.89,0.48
"2020-12-12T00:00:00.000Z",1,250.34,0,3.47,47.92,1.51,2.62,2.81,0.49
"2020-12-12T01:00:00.000Z",1,247,0,3.13,47.21,1.37,2.54,2.71,0.49
"2020-12-12T02:00:00.000Z",1,247,0,2.91,45.78,1.34,2.3,2.45,0.48
"2020-12-12T03:00:00.000Z",1,247,0,2.79,44.35,1.37,1.92,2.07,0.46
"2020-12-12T04:00:00.000Z",1,247,0,2.7,43.27,1.43,1.49,1.62,0.42
"2020-12-12T05:00:00.000Z",1,247,0,2.79,41.49,1.49,1.24,1.37,0.43
"2020-12-12T06:00:00.000Z",1,247,0,3.04,39.7,1.48,1.27,1.42,0.45
"2020-12-12T07:00:00.000Z",1,250.34,0,3.6,37.55,1.51,1.58,1.76,0.47
"2020-12-12T08:00:00.000Z",1,253.68,0,4.03,35.05,1.64,1.89,2.08,0.48
"2020-12-12T09:00:00.000Z",1,257.02,0,4.03,33.98,1.85,2.09,2.29,0.46
"2020-12-12T10:00:00.000Z",1,257.02,0,3.81,33.26,2.09,2.47,2.68,0.44
"2020-12-12T11:00:00.000Z",1,260.35,0.01,3.9,31.83,2.06,2.84,3.07,0.43
"2020-12-12T12:00:00.000Z",1,260.35,0.01,4.16,29.68,1.67,2.89,3.11,0.45
"2020-12-12T13:00:00.000Z",1,260.35,0.01,4.54,27.54,1.34,3.02,3.26,0.46
"2020-12-12T14:00:00.000Z",1,260.35,0.01,4.88,26.82,1.27,3.34,3.6,0.47
"2020-12-12T15:00:00.000Z",1,260.35,0,5.1,26.46,1.27,3.76,4.04,0.46
"2020-12-12T16:00:00.000Z",1,257.02,0,5.18,27.18,1.24,4.03,4.29,0.43
"2020-12-12T17:00:00.000Z",1,253.68,0,4.76,29.33,1.21,4.03,4.27,0.4
"2020-12-12T18:00:00.000Z",1,250.34,0,4.2,31.83,1.21,3.76,4.01,0.38
"2020-12-12T19:00:00.000Z",1,250.34,0,3.9,32.9,1.18,3.59,3.86,0.38
"2020-12-12T20:00:00.000Z",1,250.34,0,3.9,31.83,1.04,3.61,3.9,0.4
"2020-12-12T21:00:00.000Z",1,253.68,0,3.98,29.68,0.89,3.61,3.87,0.42
"2020-12-12T22:00:00.000Z",1,253.68,0,4.03,28.25,0.78,3.46,3.68,0.43
"2020-12-12T23:00:00.000Z",1,250.34,0,3.94,26.82,0.67,3.13,3.3,0.45
"2020-12-13T00:00:00.000Z",1,250.34,0,3.68,25.75,0.59,2.68,2.82,0.49
"2020-12-13T01:00:00.000Z",1,250.34,0,3.38,25.03,0.54,2.07,2.2,0.54
"2020-12-13T02:00:00.000Z",1,247,0,3.17,23.96,0.51,1.57,1.69,0.56
"2020-12-13T03:00:00.000Z",1,247,0,3,23.25,0.52,1.33,1.45,0.57
"2020-12-13T04:00:00.000Z",1,247,0,3,22.89,0.54,1.18,1.3,0.57
"2020-12-13T05:00:00.000Z",1,250.34,0,3.09,22.53,0.58,1.09,1.21,0.59
"2020-12-13T06:00:00.000Z",1,253.68,0.01,3.47,22.17,0.72,1.13,1.28,0.63
"2020-12-13T07:00:00.000Z",1,260.35,0.01,4.2,21.82,0.89,1.29,1.47,0.7
"2020-12-13T08:00:00.000Z",1,263.69,0.02,4.84,21.64,1.04,1.51,1.73,0.77
"2020-12-13T09:00:00.000Z",1,267.03,0.01,5.1,21.82,1.15,1.74,1.98,0.82
"2020-12-13T10:00:00.000Z",1,267.03,0.02,5.1,22.35,1.22,1.9,2.17,0.89
"2020-12-13T11:00:00.000Z",1,263.69,0.03,4.97,23.96,1.3,2.03,2.32,0.95
"2020-12-13T12:00:00.000Z",1,260.35,0.03,4.67,27.54,1.39,2.14,2.43,0.99
"2020-12-13T13:00:00.000Z",1,250.34,0.02,4.28,31.83,1.43,2.22,2.52,0.99
"2020-12-13T14:00:00.000Z",1,243.66,0,3.81,36.84,1.48,2.19,2.48,0.93
"2020-12-13T15:00:00.000Z",1,236.99,0,3.47,40.05,1.46,1.91,2.16,0.83
"2020-12-13T16:00:00.000Z",1,236.99,0,3.38,40.05,1.3,1.61,1.85,0.78
"2020-12-13T17:00:00.000Z",1,236.99,0,3.47,39.34,1.12,1.48,1.74,0.74
"2020-12-13T18:00:00.000Z",1,236.99,0,3.38,38.62,0.97,1.49,1.75,0.63
"2020-12-13T19:00:00.000Z",1,236.99,0,3.17,37.55,0.86,1.53,1.75,0.51
"2020-12-13T20:00:00.000Z",1,240.33,0,3.04,36.48,0.8,1.57,1.75,0.47
"2020-12-13T21:00:00.000Z",1,240.33,0,3,35.41,0.77,1.7,1.87,0.44
"2020-12-13T22:00:00.000Z",1,240.33,0,3,34.33,0.72,1.82,1.97,0.41
"2020-12-13T23:00:00.000Z",1,240.33,0,3,33.62,0.65,1.92,2.05,0.37
"2020-12-14T00:00:00.000Z",1,240.33,0,2.96,32.9,0.62,1.93,2.06,0.35
"2020-12-14T01:00:00.000Z",1,243.66,0,2.87,32.9,0.63,1.89,2.03,0.33
"2020-12-14T02:00:00.000Z",1,243.66,0,2.72,32.9,0.6,1.85,1.99,0.31
"2020-12-14T03:00:00.000Z",1,240.33,0,2.49,33.98,0.56,1.84,1.98,0.29
"2020-12-14T04:00:00.000Z",1,240.33,0,2.19,35.05,0.56,1.84,1.98,0.29
"2020-12-14T05:00:00.000Z",1,240.33,0,2.06,36.12,0.69,1.87,2.02,0.27
"2020-12-14T06:00:00.000Z",1,240.33,0,2.08,36.84,0.89,2.03,2.19,0.24
"2020-12-14T07:00:00.000Z",1,240.33,0,2.19,38.27,1.04,2.08,2.24,0.21
"2020-12-14T08:00:00.000Z",1,240.33,0,2.12,39.7,1.01,1.65,1.8,0.24
"2020-12-14T09:00:00.000Z",1,240.33,0,1.97,40.41,0.87,1.22,1.37,0.25
"2020-12-14T10:00:00.000Z",1,240.33,0,1.82,41.13,0.75,0.91,1.05,0.26
"2020-12-14T11:00:00.000Z",1,240.33,0.01,1.8,41.13,0.74,0.79,0.92,0.27
"2020-12-14T12:00:00.000Z",1,240.33,0.01,1.86,40.41,0.79,0.83,0.96,0.27
"2020-12-14T13:00:00.000Z",1,240.33,0.01,1.95,40.05,0.83,0.89,1.02,0.25
"2020-12-14T14:00:00.000Z",1,240.33,0,1.91,41.49,0.83,0.88,1,0.24
"2020-12-14T15:00:00.000Z",1,236.99,0,1.82,43.27,0.79,0.86,0.97,0.23
"2020-12-14T16:00:00.000Z",1,236.99,0,1.97,44.35,0.72,0.89,0.99,0.22
"2020-12-14T17:00:00.000Z",1,240.33,0,2.23,43.27,0.63,0.99,1.07,0.2
"2020-12-14T18:00:00.000Z",1,243.66,0,2.46,40.41,0.58,1.19,1.25,0.18
"2020-12-14T19:00:00.000Z",1,250.34,0,3.17,36.12,0.66,1.48,1.54,0.16
"2020-12-14T20:00:00.000Z",1,260.35,0,5.74,30.76,0.95,1.66,1.72,0.14
"2020-12-14T21:00:00.000Z",1,280.38,0,11.48,21.46,1.4,1.95,2.03,0.12
"2020-12-14T22:00:00.000Z",1,277.04,0.01,15.42,16.99,1.71,2.66,2.87,0.11
"2020-12-14T23:00:00.000Z",1,253.68,0,11.65,24.68,1.57,2.94,3.44,0.19
"2020-12-15T00:00:00.000Z",1,236.99,0,10.28,32.9,1.91,2.78,3.54,0.18
"2020-12-15T01:00:00.000Z",1,213.62,0,8.14,42.56,2.18,4.06,5.16,0.05
"2020-12-15T02:00:00.000Z",1,203.61,0,7.03,47.92,2.3,5.66,7.23,0.04
"2020-12-15T03:00:00.000Z",1,205.28,0,7.45,45.42,2.41,6.11,7.93,0.06
"2020-12-15T04:00:00.000Z",1,211.95,0,8.57,38.27,2.38,5.55,7.06,0.09
"2020-12-15T05:00:00.000Z",1,220.3,0,10.03,30.4,2.27,4.42,5.44,0.14
"2020-12-15T06:00:00.000Z",1,226.97,0.01,10.97,25.75,2.18,3.51,4.3,0.21
"2020-12-15T07:00:00.000Z",1,230.31,0.01,10.71,25.03,1.97,3.64,4.27,0.22
"2020-12-15T08:00:00.000Z",1,233.65,0,9.6,27.18,1.77,5.14,5.65,0.21
"2020-12-15T09:00:00.000Z",1,240.33,0,8.91,29.33,1.64,7.13,7.63,0.19
"2020-12-15T10:00:00.000Z",1,247,0.01,9.51,28.25,1.61,8.69,9.2,0.16
"2020-12-15T11:00:00.000Z",1,260.35,0.02,11.65,24.32,1.76,8.8,9.3,0.14
"2020-12-15T12:00:00.000Z",1,257.02,0.02,10.97,25.39,1.86,7.43,7.88,0.12
"2020-12-15T13:00:00.000Z",1,247,0.01,9,29.33,1.79,5.62,6.01,0.14
"2020-12-15T14:00:00.000Z",1,243.66,0,8.4,31.11,1.79,4.25,4.61,0.16
"2020-12-15T15:00:00.000Z",1,247,0,9.6,29.33,1.89,3.9,4.24,0.17
"2020-12-15T16:00:00.000Z",1,260.35,0.01,12.68,23.25,1.97,5.03,5.43,0.24
"2020-12-15T17:00:00.000Z",1,267.03,0.04,17.14,16.45,2.56,7.22,7.76,0.27
"2020-12-15T18:00:00.000Z",1,270.37,0.14,22.28,10.01,4.11,8.42,9.08,0.33
"2020-12-15T19:00:00.000Z",1,273.71,0.92,27.08,3.13,6.14,9.7,10.39,0.54
"2020-12-15T20:00:00.000Z",1,273.71,3.24,25.36,0.48,6.56,9.88,10.62,0.73
"2020-12-15T21:00:00.000Z",1,273.71,4.25,22.62,0.25,6.14,8.29,9.17,0.89
"2020-12-15T22:00:00.000Z",1,273.71,2.71,23.31,0.61,5.9,6.49,7.48,1.2
"2020-12-15T23:00:00.000Z",1,273.71,1.34,24.33,1.5,5.78,5.59,6.62,1.3
"2020-12-16T00:00:00.000Z",1,273.71,0.85,23.65,2.39,5.96,5.2,6.28,1.19
"2020-12-16T01:00:00.000Z",1,273.71,0.73,22.62,3.17,6.32,4.99,6.07,1.17
"2020-12-16T02:00:00.000Z",1,267.03,0.57,21.76,4.02,6.26,4.73,5.76,1.3
"2020-12-16T03:00:00.000Z",1,263.69,0.4,21.08,5.05,6.14,4.41,5.35,1.44
"2020-12-16T04:00:00.000Z",1,257.02,0.28,20.22,6.17,6.08,4.17,5.04,1.62
"2020-12-16T05:00:00.000Z",1,250.34,0.15,18.17,8.76,5.6,3.86,4.71,1.71
"2020-12-16T06:00:00.000Z",1,240.33,0.09,15.08,13.41,4.89,3.42,4.43,1.39
"2020-12-16T07:00:00.000Z",1,233.65,0.06,13.37,17.35,4.53,3.15,4.47,1.08
"2020-12-16T08:00:00.000Z",1,230.31,0.05,13.37,18.77,4.59,3.12,4.83,0.93
"2020-12-16T09:00:00.000Z",1,230.31,0.06,13.71,19.13,4.83,3.2,5.21,0.9
"2020-12-16T10:00:00.000Z",1,230.31,0.45,13.02,20.92,4.65,3.23,5.39,0.86
"2020-12-16T11:00:00.000Z",1,226.97,0.95,11.65,23.6,4.23,3.14,5.23,0.81
"2020-12-16T12:00:00.000Z",1,223.64,0.95,11.14,26.82,4.11,2.93,4.84,0.79
"2020-12-16T13:00:00.000Z",1,220.3,0.52,11.48,28.61,4.11,2.74,4.47,0.87
"2020-12-16T14:00:00.000Z",1,223.64,0.11,13.54,26.46,4.59,2.7,4.39,0.96
"2020-12-16T15:00:00.000Z",1,226.97,0.03,16.97,23.25,5.84,2.91,4.62,1.14
"2020-12-16T16:00:00.000Z",1,230.31,0.11,23.31,16.09,8.23,3.47,5.26,1.65
"2020-12-16T17:00:00.000Z",1,236.99,0.3,30.5,8.94,9.89,4.15,6.03,1.79
"2020-12-16T18:00:00.000Z",1,243.66,0.48,33.93,6.08,9.78,4.64,6.7,1.71
"2020-12-16T19:00:00.000Z",1,247,0.3,32.22,8.14,8.35,5.03,7.36,1.57
"2020-12-16T20:00:00.000Z",1,243.66,0.1,27.42,13.59,6.68,5.2,7.81,1.39
"2020-12-16T21:00:00.000Z",1,243.66,0.04,22.96,17.17,5.25,5.64,8.59,1.22
"2020-12-16T22:00:00.000Z",1,247,0.02,18.34,19.67,3.46,6.45,9.25,0.74
"2020-12-16T23:00:00.000Z",1,243.66,0,12.51,26.46,1.89,6.79,9.02,0.38
"2020-12-17T00:00:00.000Z",1,236.99,0,9,36.48,1.48,5.81,7.48,0.23
"2020-12-17T01:00:00.000Z",1,226.97,0,5.48,55.08,1.28,3.13,4.14,0.11
"2020-12-17T02:00:00.000Z",1,223.64,0,4.54,54.36,1.28,2.22,2.98,0.11
"2020-12-17T03:00:00.000Z",1,243.66,0,7.2,40.05,1.74,2.52,3.33,0.1
"2020-12-17T04:00:00.000Z",1,243.66,0,7.2,40.41,1.64,2.5,3.06,0.12
"2020-12-17T05:00:00.000Z",1,223.64,0,5.66,52.93,1.79,1.75,2.07,0.14
"2020-12-17T06:00:00.000Z",1,216.96,0,4.88,60.8,1.85,1.22,1.42,0.14
"2020-12-17T07:00:00.000Z",1,216.96,0,3.9,62.94,1.4,0.71,0.85,0.19
"2020-12-17T08:00:00.000Z",1,226.97,0,4.2,59.37,1.51,0.59,0.71,0.21
"2020-12-17T09:00:00.000Z",1,230.31,0,4.54,52.21,1.34,0.59,0.7,0.22
"2020-12-17T10:00:00.000Z",1,230.31,0,3.9,47.21,1.06,0.6,0.7,0.21
"2020-12-17T11:00:00.000Z",1,230.31,0.01,4.16,43.63,1.24,0.83,0.94,0.23
"2020-12-17T12:00:00.000Z",1,233.65,0.01,5.14,40.41,1.62,1.3,1.41,0.22
"2020-12-17T13:00:00.000Z",1,240.33,0.01,7.2,34.69,1.97,2.29,2.4,0.2
"2020-12-17T14:00:00.000Z",1,253.68,0.01,10.28,27.18,1.97,3.81,3.94,0.19
"2020-12-17T15:00:00.000Z",1,273.71,0,12.17,21.99,1.61,5.32,5.48,0.21
"2020-12-17T16:00:00.000Z",1,280.38,0.01,11.14,21.28,1.43,5.57,5.78,0.22
"2020-12-17T17:00:00.000Z",1,280.38,0.01,11.31,21.46,1.68,4.02,4.3,0.16
"2020-12-17T18:00:00.000Z",1,270.37,0.01,11.65,22.53,2,3.45,3.78,0.07
"2020-12-17T19:00:00.000Z",1,277.04,0.06,13.54,14.66,2.35,3.69,4.07,0.18
"2020-12-17T20:00:00.000Z",1,280.38,0.13,14.22,10.19,2.89,3.73,4.14,0.38
"2020-12-17T21:00:00.000Z",1,280.38,0.22,15.94,7.51,3.87,4.32,4.72,0.61
"2020-12-17T22:00:00.000Z",1,277.04,0.38,18.34,5.28,4.95,4.84,5.26,0.82
"2020-12-17T23:00:00.000Z",1,277.04,0.68,19.54,3.22,5.6,4.93,5.39,0.97
"2020-12-18T00:00:00.000Z",1,277.04,0.79,19.88,2.71,5.96,4.91,5.39,1.14
