aspect,datamask,first_b30,first_b40,first_b50,first_b70,gain,last_b30,last_b40,last_b50,last_b70,loss,lossyear,slope,treecover2000
194.0949249267578,1.0,16.0,68.0,60.0,26.0,0.0,26.0,77.0,78.0,38.0,1.0,6.0,3.8194568157196045,63.0
63.5672721862793,1.0,20.0,91.0,73.0,30.0,0.0,21.0,80.0,67.0,29.0,1.0,6.0,2.0826447010040283,48.0
256.0453186035156,1.0,23.0,70.0,71.0,36.0,0.0,34.0,65.0,88.0,55.0,1.0,6.0,3.840282678604126,29.0
103.98035430908203,1.0,12.0,77.0,66.0,28.0,1.0,25.0,100.0,87.0,41.0,1.0,6.0,3.8333942890167236,75.0
180.0,1.0,13.0,63.0,52.0,22.0,0.0,23.0,101.0,80.0,36.0,1.0,6.0,3.704791784286499,90.0
256.1371154785156,1.0,30.0,73.0,78.0,45.0,0.0,37.0,63.0,76.0,52.0,1.0,6.0,3.865140676498413,16.0
270.0,1.0,16.0,85.0,67.0,26.0,0.0,23.0,67.0,72.0,35.0,1.0,6.0,0.9347116947174072,55.0
314.8619384765625,1.0,14.0,73.0,58.0,25.0,0.0,24.0,71.0,66.0,31.0,1.0,6.0,9.125934600830078,70.0
111.60887908935547,1.0,33.0,74.0,71.0,35.0,0.0,42.0,70.0,104.0,73.0,1.0,6.0,5.024118423461914,16.0
236.47079467773438,1.0,15.0,66.0,47.0,21.0,0.0,33.0,84.0,93.0,52.0,1.0,6.0,3.354434013366699,59.0
275.6775207519531,1.0,18.0,80.0,67.0,29.0,0.0,27.0,80.0,84.0,43.0,1.0,6.0,9.292908668518066,64.0
248.2843780517578,1.0,18.0,88.0,71.0,30.0,0.0,22.0,80.0,74.0,34.0,1.0,6.0,5.00072717666626,67.0
74.82270050048828,1.0,13.0,70.0,56.0,24.0,0.0,26.0,80.0,85.0,43.0,1.0,6.0,10.508524894714355,71.0
108.34431457519531,1.0,15.0,90.0,63.0,27.0,0.0,22.0,83.0,71.0,32.0,1.0,6.0,2.944378614425659,68.0
139.27708435058594,1.0,15.0,67.0,52.0,23.0,1.0,22.0,87.0,77.0,34.0,1.0,6.0,8.503656387329102,59.0
81.92575073242188,1.0,19.0,75.0,59.0,29.0,0.0,56.0,68.0,85.0,59.0,1.0,6.0,6.574406147003174,49.0
330.8258056640625,1.0,11.0,56.0,49.0,19.0,0.0,27.0,78.0,81.0,42.0,1.0,6.0,9.472940444946289,90.0
321.2269287109375,1.0,19.0,78.0,88.0,47.0,0.0,21.0,75.0,60.0,26.0,1.0,6.0,11.729849815368652,49.0
213.82196044921875,1.0,13.0,74.0,60.0,27.0,0.0,23.0,86.0,75.0,36.0,1.0,6.0,3.3454577922821045,60.0
118.93370056152344,1.0,15.0,73.0,60.0,26.0,0.0,28.0,78.0,90.0,46.0,1.0,6.0,9.497575759887695,56.0
29.202293395996094,1.0,16.0,85.0,78.0,36.0,0.0,58.0,76.0,122.0,83.0,1.0,6.0,9.475489616394043,73.0
26.741012573242188,1.0,17.0,83.0,64.0,29.0,0.0,19.0,81.0,69.0,33.0,1.0,6.0,4.147007465362549,54.0
324.8562316894531,1.0,18.0,76.0,60.0,25.0,0.0,21.0,83.0,66.0,29.0,1.0,6.0,11.19775390625,57.0
180.0,1.0,19.0,71.0,60.0,28.0,0.0,24.0,89.0,76.0,37.0,1.0,6.0,6.464860916137695,59.0
116.2607192993164,1.0,28.0,71.0,73.0,42.0,0.0,36.0,63.0,75.0,50.0,1.0,6.0,4.185003280639648,16.0
270.0,1.0,21.0,79.0,65.0,28.0,0.0,25.0,78.0,81.0,39.0,1.0,6.0,11.936383247375488,56.0
120.85392761230469,1.0,16.0,62.0,53.0,24.0,0.0,26.0,95.0,86.0,40.0,1.0,6.0,5.409368991851807,72.0
194.15931701660156,1.0,29.0,73.0,59.0,30.0,0.0,23.0,87.0,78.0,38.0,1.0,6.0,3.8205342292785645,36.0
56.51219940185547,1.0,15.0,90.0,71.0,31.0,0.0,21.0,78.0,74.0,35.0,1.0,6.0,3.3580894470214844,62.0
90.0,1.0,25.0,66.0,75.0,38.0,0.0,45.0,80.0,111.0,73.0,1.0,6.0,1.8710746765136719,33.0
198.60011291503906,1.0,21.0,75.0,64.0,30.0,0.0,33.0,76.0,83.0,53.0,1.0,6.0,2.9332518577575684,47.0
349.6416015625,1.0,14.0,101.0,73.0,31.0,0.0,24.0,76.0,74.0,35.0,1.0,6.0,10.26032829284668,70.0
161.28358459472656,1.0,20.0,74.0,61.0,28.0,0.0,59.0,70.0,108.0,77.0,1.0,6.0,2.9352595806121826,43.0
0.0,1.0,24.0,74.0,69.0,36.0,0.0,26.0,69.0,66.0,35.0,1.0,6.0,6.464860916137695,28.0
211.10096740722656,1.0,17.0,75.0,76.0,37.0,0.0,29.0,72.0,78.0,40.0,1.0,6.0,5.399907112121582,54.0
60.38432312011719,1.0,13.0,72.0,60.0,29.0,0.0,24.0,91.0,80.0,37.0,1.0,6.0,7.4647908210754395,62.0
90.0,1.0,19.0,58.0,43.0,19.0,0.0,20.0,85.0,72.0,33.0,1.0,6.0,4.65391206741333,51.0
314.573974609375,1.0,25.0,74.0,73.0,42.0,0.0,41.0,60.0,90.0,70.0,1.0,6.0,1.3212988376617432,21.0
258.748046875,1.0,21.0,59.0,56.0,28.0,0.0,31.0,74.0,85.0,46.0,1.0,6.0,4.742486476898193,56.0
282.47705078125,1.0,22.0,71.0,65.0,30.0,0.0,21.0,96.0,78.0,36.0,1.0,6.0,8.522522926330566,54.0
180.0,1.0,34.0,76.0,73.0,47.0,0.0,43.0,60.0,87.0,66.0,1.0,6.0,3.704791784286499,12.0
0.0,1.0,33.0,69.0,79.0,51.0,0.0,54.0,67.0,112.0,96.0,1.0,6.0,2.7802884578704834,12.0
270.0,1.0,19.0,84.0,76.0,34.0,0.0,20.0,88.0,70.0,31.0,1.0,6.0,4.651839733123779,51.0
90.0,1.0,20.0,74.0,57.0,26.0,0.0,23.0,87.0,76.0,37.0,1.0,6.0,3.7188050746917725,48.0
296.474609375,1.0,18.0,78.0,56.0,23.0,1.0,22.0,76.0,62.0,27.0,1.0,6.0,4.15371561050415,59.0
16.153011322021484,1.0,30.0,68.0,68.0,43.0,0.0,44.0,69.0,92.0,66.0,1.0,6.0,6.728180408477783,16.0
243.55615234375,1.0,20.0,83.0,74.0,34.0,0.0,24.0,89.0,78.0,38.0,1.0,6.0,2.0818331241607666,51.0
63.57768249511719,1.0,19.0,77.0,62.0,29.0,0.0,20.0,82.0,66.0,31.0,1.0,6.0,4.16131591796875,52.0
116.25267791748047,1.0,34.0,75.0,81.0,51.0,0.0,45.0,60.0,93.0,76.0,1.0,6.0,2.0958921909332275,12.0
0.0,1.0,33.0,71.0,78.0,48.0,0.0,39.0,64.0,86.0,62.0,1.0,6.0,0.9274099469184875,12.0
270.0,1.0,17.0,77.0,64.0,30.0,0.0,25.0,90.0,83.0,40.0,1.0,6.0,0.9312921762466431,54.0
116.2334976196289,1.0,36.0,72.0,83.0,54.0,0.0,45.0,66.0,89.0,68.0,1.0,6.0,2.0973143577575684,12.0
314.7712707519531,1.0,17.0,68.0,60.0,27.0,1.0,25.0,82.0,81.0,41.0,1.0,6.0,1.3167060613632202,55.0
201.88916015625,1.0,23.0,83.0,69.0,30.0,0.0,32.0,74.0,88.0,48.0,1.0,6.0,9.895928382873535,49.0
303.5782775878906,1.0,14.0,69.0,61.0,25.0,0.0,22.0,79.0,73.0,33.0,1.0,6.0,9.96025276184082,62.0
198.52099609375,1.0,16.0,92.0,78.0,35.0,0.0,26.0,89.0,74.0,34.0,1.0,6.0,5.848514556884766,51.0
3.204982280731201,1.0,15.0,69.0,75.0,38.0,0.0,20.0,84.0,68.0,32.0,1.0,6.0,16.269163131713867,51.0
206.68780517578125,1.0,21.0,81.0,69.0,29.0,0.0,23.0,99.0,82.0,38.0,1.0,6.0,2.07525372505188,58.0
0.0,1.0,29.0,75.0,84.0,48.0,0.0,46.0,74.0,94.0,66.0,1.0,6.0,0.0,16.0
105.18733215332031,1.0,15.0,82.0,76.0,38.0,1.0,27.0,96.0,84.0,38.0,1.0,6.0,10.501895904541016,51.0
306.6773986816406,1.0,5.0,80.0,60.0,20.0,0.0,17.0,76.0,58.0,26.0,1.0,6.0,4.648124694824219,100.0
243.5377655029297,1.0,25.0,93.0,80.0,37.0,0.0,24.0,88.0,68.0,30.0,1.0,6.0,2.080491781234741,44.0
314.58856201171875,1.0,35.0,60.0,83.0,60.0,0.0,42.0,59.0,81.0,64.0,1.0,6.0,1.3209575414657593,12.0
221.3489227294922,1.0,21.0,70.0,54.0,25.0,0.0,23.0,78.0,77.0,39.0,1.0,6.0,9.787675857543945,76.0
153.3144989013672,1.0,17.0,94.0,73.0,33.0,1.0,22.0,86.0,66.0,28.0,1.0,6.0,2.075211763381958,54.0
270.0,1.0,20.0,75.0,79.0,42.0,0.0,26.0,87.0,74.0,33.0,1.0,6.0,0.9314281344413757,51.0
301.8934326171875,1.0,16.0,69.0,58.0,27.0,0.0,20.0,69.0,69.0,32.0,1.0,6.0,8.709676742553711,69.0
123.36534118652344,1.0,30.0,65.0,79.0,47.0,0.0,37.0,60.0,82.0,60.0,1.0,6.0,3.3689560890197754,16.0
308.51904296875,1.0,13.0,81.0,70.0,31.0,0.0,25.0,69.0,71.0,35.0,1.0,6.0,5.935826301574707,62.0
243.539306640625,1.0,19.0,88.0,67.0,29.0,0.0,28.0,98.0,78.0,37.0,1.0,6.0,2.080604076385498,49.0
98.08411407470703,1.0,16.0,87.0,68.0,31.0,0.0,24.0,89.0,80.0,38.0,1.0,6.0,6.566506862640381,55.0
270.0,1.0,27.0,75.0,69.0,33.0,0.0,22.0,88.0,74.0,34.0,1.0,6.0,4.662078857421875,27.0
243.7165985107422,1.0,28.0,72.0,74.0,41.0,0.0,40.0,68.0,86.0,64.0,1.0,6.0,2.093618392944336,16.0
90.0,1.0,19.0,89.0,74.0,35.0,0.0,22.0,81.0,73.0,33.0,1.0,6.0,1.8647252321243286,56.0
9.504310607910156,1.0,17.0,79.0,69.0,31.0,0.0,23.0,87.0,79.0,36.0,1.0,6.0,5.624263286590576,57.0
90.0,1.0,25.0,71.0,55.0,25.0,0.0,28.0,80.0,85.0,48.0,1.0,6.0,3.718409776687622,55.0
0.0,1.0,14.0,64.0,55.0,24.0,0.0,17.0,70.0,63.0,28.0,1.0,6.0,8.28909969329834,64.0
168.6073760986328,1.0,23.0,82.0,79.0,39.0,0.0,54.0,30.0,62.0,54.0,1.0,6.0,4.719958782196045,41.0
314.8630065917969,1.0,14.0,69.0,53.0,23.0,0.0,49.0,80.0,103.0,63.0,1.0,6.0,3.9382386207580566,78.0
0.0,1.0,37.0,73.0,84.0,50.0,0.0,46.0,62.0,87.0,66.0,1.0,6.0,0.9274099469184875,12.0
0.0,1.0,13.0,76.0,55.0,25.0,0.0,23.0,94.0,73.0,34.0,1.0,6.0,0.0,61.0
134.518798828125,1.0,33.0,71.0,74.0,47.0,0.0,53.0,70.0,101.0,84.0,1.0,6.0,3.9621522426605225,12.0
236.6147918701172,1.0,37.0,67.0,83.0,51.0,0.0,48.0,74.0,100.0,72.0,1.0,6.0,3.367187261581421,12.0
76.08129119873047,1.0,28.0,68.0,81.0,46.0,0.0,62.0,54.0,127.0,89.0,1.0,7.0,3.8499855995178223,16.0
216.97503662109375,1.0,12.0,68.0,52.0,26.0,0.0,20.0,92.0,72.0,32.0,1.0,7.0,4.633725166320801,78.0
163.96392822265625,1.0,13.0,66.0,49.0,21.0,0.0,22.0,77.0,74.0,36.0,1.0,7.0,6.7242560386657715,70.0
45.120548248291016,1.0,14.0,72.0,63.0,27.0,0.0,28.0,104.0,90.0,42.0,1.0,7.0,3.937107563018799,69.0
236.4693603515625,1.0,18.0,83.0,65.0,28.0,0.0,30.0,78.0,76.0,41.0,1.0,7.0,3.3543081283569336,54.0
270.0,1.0,19.0,85.0,74.0,34.0,0.0,29.0,90.0,92.0,51.0,1.0,7.0,1.8642470836639404,47.0
69.5257797241211,1.0,12.0,74.0,65.0,28.0,0.0,20.0,78.0,66.0,29.0,1.0,7.0,7.904259204864502,69.0
198.65423583984375,1.0,26.0,72.0,73.0,39.0,0.0,36.0,76.0,80.0,53.0,1.0,7.0,2.9341843128204346,20.0
71.6379165649414,1.0,18.0,54.0,61.0,31.0,0.0,21.0,86.0,75.0,33.0,1.0,7.0,5.867836952209473,54.0
270.0,1.0,21.0,81.0,57.0,26.0,0.0,28.0,88.0,71.0,34.0,1.0,7.0,3.7192776203155518,62.0
243.5253143310547,1.0,27.0,76.0,64.0,32.0,0.0,28.0,79.0,73.0,35.0,1.0,7.0,2.0795845985412598,61.0
18.52288246154785,1.0,14.0,86.0,67.0,27.0,0.0,32.0,73.0,74.0,39.0,1.0,7.0,5.848578453063965,60.0
322.991943359375,1.0,14.0,88.0,81.0,37.0,0.0,40.0,81.0,100.0,58.0,1.0,7.0,4.635728359222412,54.0
33.803009033203125,1.0,12.0,75.0,63.0,28.0,0.0,21.0,75.0,70.0,32.0,1.0,7.0,3.3447184562683105,78.0
45.4273567199707,1.0,35.0,73.0,84.0,53.0,0.0,46.0,62.0,92.0,72.0,1.0,7.0,3.9583828449249268,12.0
333.0996398925781,1.0,32.0,72.0,75.0,44.0,0.0,40.0,66.0,81.0,61.0,1.0,7.0,2.079141616821289,16.0
198.51580810546875,1.0,9.0,62.0,51.0,21.0,0.0,21.0,97.0,77.0,34.0,1.0,7.0,2.9318058490753174,90.0
270.0,1.0,30.0,72.0,77.0,44.0,0.0,45.0,75.0,90.0,67.0,1.0,7.0,2.8101813793182373,16.0
270.0,1.0,31.0,71.0,77.0,45.0,0.0,45.0,70.0,94.0,74.0,1.0,7.0,2.8148746490478516,16.0
0.0,1.0,16.0,73.0,59.0,27.0,0.0,27.0,85.0,70.0,33.0,1.0,7.0,0.0,55.0
153.28163146972656,1.0,19.0,71.0,70.0,36.0,0.0,22.0,76.0,77.0,35.0,1.0,7.0,10.272104263305664,47.0
108.24815368652344,1.0,32.0,69.0,79.0,43.0,0.0,43.0,68.0,93.0,63.0,1.0,7.0,2.9593348503112793,12.0
111.66339111328125,1.0,27.0,74.0,70.0,40.0,0.0,34.0,65.0,81.0,54.0,1.0,7.0,5.012142658233643,16.0
248.31808471679688,1.0,21.0,77.0,69.0,34.0,0.0,20.0,79.0,67.0,31.0,1.0,7.0,5.008086204528809,48.0
0.0,1.0,18.0,76.0,63.0,30.0,0.0,23.0,94.0,78.0,37.0,1.0,7.0,0.9274099469184875,55.0
0.0,1.0,28.0,70.0,53.0,27.0,0.0,18.0,13.0,14.0,8.0,1.0,7.0,0.0,24.0
198.53639221191406,1.0,20.0,66.0,64.0,34.0,0.0,27.0,86.0,90.0,45.0,1.0,7.0,5.8490376472473145,47.0
225.12754821777344,1.0,15.0,66.0,54.0,23.0,0.0,20.0,83.0,65.0,27.0,1.0,7.0,3.937589645385742,59.0
134.85972595214844,1.0,20.0,77.0,65.0,31.0,0.0,22.0,94.0,82.0,39.0,1.0,7.0,6.545837879180908,51.0
270.0,1.0,25.0,74.0,68.0,28.0,0.0,34.0,69.0,83.0,52.0,1.0,7.0,0.93507981300354,49.0
0.0,1.0,26.0,70.0,71.0,35.0,0.0,48.0,72.0,108.0,84.0,1.0,7.0,0.9274099469184875,28.0
131.87355041503906,1.0,18.0,74.0,65.0,30.0,0.0,21.0,91.0,78.0,35.0,1.0,7.0,12.312602043151855,54.0
116.35040283203125,1.0,19.0,69.0,62.0,32.0,0.0,28.0,73.0,71.0,43.0,1.0,7.0,2.0886785984039307,47.0
243.6249542236328,1.0,23.0,68.0,58.0,27.0,0.0,26.0,81.0,83.0,45.0,1.0,7.0,4.168214797973633,53.0
279.4186096191406,1.0,19.0,84.0,72.0,30.0,0.0,18.0,79.0,63.0,27.0,1.0,7.0,5.649282932281494,55.0
180.0,1.0,18.0,66.0,52.0,25.0,0.0,22.0,86.0,71.0,32.0,1.0,7.0,3.704791784286499,67.0
63.52489471435547,1.0,18.0,80.0,62.0,27.0,0.0,24.0,91.0,75.0,35.0,1.0,7.0,2.0795536041259766,66.0
225.1345977783203,1.0,12.0,78.0,58.0,23.0,0.0,20.0,83.0,65.0,28.0,1.0,7.0,2.627681255340576,82.0
90.0,1.0,32.0,73.0,73.0,43.0,0.0,37.0,67.0,81.0,54.0,1.0,7.0,0.938498854637146,16.0
326.1510925292969,1.0,17.0,83.0,66.0,28.0,0.0,26.0,80.0,71.0,33.0,1.0,7.0,3.3465096950531006,67.0
225.13052368164062,1.0,22.0,63.0,50.0,24.0,0.0,66.0,81.0,118.0,82.0,1.0,7.0,2.6274938583374023,54.0
270.0,1.0,14.0,90.0,74.0,31.0,0.0,47.0,60.0,89.0,63.0,1.0,7.0,2.792797565460205,60.0
134.7050018310547,1.0,28.0,72.0,73.0,38.0,0.0,37.0,64.0,82.0,56.0,1.0,7.0,1.318243384361267,20.0
134.85089111328125,1.0,21.0,77.0,65.0,31.0,0.0,24.0,91.0,75.0,35.0,1.0,7.0,2.6283493041992188,47.0
225.19046020507812,1.0,20.0,90.0,82.0,37.0,0.0,67.0,74.0,111.0,86.0,1.0,7.0,2.6302549839019775,41.0
161.44639587402344,1.0,15.0,76.0,58.0,23.0,0.0,25.0,84.0,82.0,40.0,1.0,7.0,2.932453155517578,65.0
45.424560546875,1.0,36.0,71.0,73.0,45.0,0.0,47.0,69.0,85.0,59.0,1.0,7.0,2.641125202178955,12.0
243.53341674804688,1.0,18.0,82.0,69.0,29.0,0.0,20.0,77.0,65.0,29.0,1.0,7.0,2.080174446105957,54.0
153.32882690429688,1.0,13.0,83.0,67.0,28.0,0.0,21.0,91.0,80.0,38.0,1.0,7.0,2.074951171875,60.0
251.68499755859375,1.0,20.0,81.0,69.0,24.0,0.0,23.0,85.0,74.0,36.0,1.0,7.0,5.882298946380615,54.0
153.33834838867188,1.0,23.0,82.0,69.0,30.0,1.0,23.0,81.0,77.0,37.0,1.0,7.0,2.0747780799865723,55.0
305.29583740234375,1.0,18.0,78.0,62.0,31.0,0.0,27.0,87.0,84.0,44.0,1.0,7.0,7.974187850952148,52.0
303.5746154785156,1.0,19.0,71.0,66.0,32.0,0.0,47.0,60.0,92.0,60.0,1.0,7.0,3.350437879562378,47.0
108.32110595703125,1.0,13.0,82.0,61.0,27.0,0.0,17.0,101.0,75.0,33.0,1.0,7.0,2.9479737281799316,61.0
283.974853515625,1.0,16.0,65.0,52.0,23.0,0.0,20.0,95.0,72.0,31.0,1.0,7.0,3.8348701000213623,90.0
162.37326049804688,1.0,18.0,89.0,67.0,29.0,0.0,18.0,102.0,67.0,29.0,1.0,7.0,17.885902404785156,79.0
170.49378967285156,1.0,16.0,72.0,67.0,31.0,0.0,22.0,93.0,76.0,35.0,1.0,7.0,11.142240524291992,51.0
90.0,1.0,15.0,80.0,62.0,26.0,0.0,20.0,81.0,73.0,34.0,1.0,7.0,3.719134569168091,55.0
225.22930908203125,1.0,24.0,82.0,66.0,32.0,0.0,29.0,85.0,86.0,47.0,1.0,7.0,1.3167195320129395,29.0
321.9678649902344,1.0,16.0,81.0,63.0,26.0,0.0,22.0,83.0,68.0,31.0,1.0,7.0,10.479236602783203,62.0
256.0715026855469,1.0,20.0,84.0,71.0,33.0,0.0,24.0,83.0,81.0,40.0,1.0,7.0,3.8473422527313232,44.0
348.53173828125,1.0,32.0,80.0,81.0,49.0,0.0,49.0,62.0,106.0,82.0,1.0,7.0,4.721212863922119,13.0
45.16226577758789,1.0,12.0,63.0,53.0,24.0,0.0,20.0,81.0,65.0,28.0,1.0,7.0,2.628955125808716,90.0
167.3868865966797,1.0,20.0,74.0,59.0,27.0,0.0,25.0,89.0,78.0,38.0,1.0,7.0,8.49113655090332,71.0
206.65382385253906,1.0,16.0,71.0,65.0,30.0,0.0,23.0,84.0,80.0,38.0,1.0,7.0,6.20228910446167,54.0
53.2623291015625,1.0,15.0,75.0,60.0,26.0,0.0,23.0,92.0,81.0,38.0,1.0,7.0,4.641600131988525,56.0
26.743783950805664,1.0,18.0,77.0,63.0,24.0,0.0,24.0,71.0,74.0,39.0,1.0,7.0,2.0762734413146973,54.0
252.98770141601562,1.0,14.0,83.0,62.0,25.0,0.0,20.0,86.0,70.0,31.0,1.0,7.0,12.479151725769043,78.0
198.53956604003906,1.0,18.0,89.0,73.0,30.0,0.0,22.0,79.0,62.0,28.0,1.0,7.0,5.849145412445068,54.0
116.4774169921875,1.0,17.0,83.0,72.0,34.0,0.0,24.0,89.0,77.0,36.0,1.0,7.0,4.153307914733887,54.0
303.4670715332031,1.0,24.0,65.0,64.0,32.0,0.0,38.0,74.0,94.0,65.0,1.0,7.0,3.359923839569092,28.0
165.90646362304688,1.0,20.0,75.0,69.0,35.0,0.0,49.0,63.0,85.0,55.0,1.0,7.0,3.8194334506988525,39.0
56.50154495239258,1.0,19.0,92.0,71.0,31.0,0.0,21.0,92.0,72.0,33.0,1.0,7.0,3.3571479320526123,52.0
251.68492126464844,1.0,16.0,80.0,68.0,29.0,0.0,25.0,94.0,87.0,44.0,1.0,7.0,2.9489078521728516,54.0
116.27278900146484,1.0,29.0,68.0,80.0,46.0,0.0,37.0,72.0,89.0,58.0,1.0,7.0,2.09440279006958,16.0
331.82354736328125,1.0,15.0,51.0,46.0,21.0,0.0,25.0,72.0,70.0,34.0,1.0,7.0,15.400705337524414,59.0
116.45852661132812,1.0,20.0,77.0,69.0,32.0,0.0,20.0,91.0,81.0,37.0,1.0,7.0,2.0807619094848633,59.0
191.37808227539062,1.0,12.0,73.0,54.0,24.0,0.0,23.0,85.0,74.0,35.0,1.0,7.0,4.719718933105469,90.0
90.0,1.0,33.0,78.0,80.0,51.0,0.0,50.0,70.0,97.0,73.0,1.0,7.0,1.882390022277832,13.0
243.7314910888672,1.0,29.0,67.0,71.0,41.0,0.0,39.0,64.0,81.0,56.0,1.0,7.0,4.183854103088379,16.0
236.6450958251953,1.0,25.0,71.0,69.0,37.0,0.0,43.0,66.0,92.0,69.0,1.0,7.0,3.3698861598968506,24.0
203.31690979003906,1.0,18.0,90.0,79.0,36.0,1.0,25.0,81.0,78.0,38.0,1.0,7.0,7.034276008605957,47.0
192.58193969726562,1.0,16.0,58.0,56.0,29.0,0.0,25.0,88.0,80.0,40.0,1.0,7.0,8.490118980407715,55.0
180.0,1.0,22.0,74.0,63.0,31.0,0.0,34.0,66.0,73.0,49.0,1.0,7.0,0.9274099469184875,40.0
0.0,1.0,33.0,69.0,85.0,52.0,0.0,33.0,66.0,76.0,52.0,1.0,7.0,5.547544956207275,12.0
270.0,1.0,28.0,76.0,74.0,41.0,0.0,40.0,73.0,91.0,60.0,1.0,7.0,0.9393490552902222,16.0
90.0,1.0,33.0,73.0,77.0,49.0,0.0,38.0,55.0,72.0,57.0,1.0,7.0,2.82836651802063,12.0
76.0416259765625,1.0,15.0,76.0,60.0,28.0,0.0,24.0,91.0,80.0,38.0,1.0,7.0,3.839293956756592,64.0
270.0,1.0,15.0,82.0,70.0,32.0,0.0,21.0,82.0,69.0,32.0,1.0,7.0,3.722499370574951,56.0
213.83656311035156,1.0,31.0,74.0,77.0,41.0,0.0,28.0,78.0,80.0,42.0,1.0,7.0,3.3460280895233154,20.0
206.76519775390625,1.0,27.0,70.0,74.0,42.0,0.0,32.0,69.0,77.0,49.0,1.0,7.0,6.208311080932617,20.0
357.6029052734375,1.0,23.0,73.0,69.0,36.0,0.0,19.0,69.0,48.0,20.0,1.0,7.0,21.248409271240234,29.0
251.66595458984375,1.0,18.0,90.0,73.0,33.0,1.0,20.0,91.0,73.0,33.0,1.0,7.0,2.945967674255371,49.0
90.0,1.0,12.0,101.0,67.0,25.0,0.0,50.0,77.0,104.0,72.0,1.0,7.0,4.6598663330078125,87.0
150.10665893554688,1.0,14.0,77.0,66.0,29.0,0.0,20.0,89.0,73.0,33.0,1.0,7.0,7.446571350097656,56.0
71.8548812866211,1.0,26.0,80.0,75.0,40.0,0.0,42.0,70.0,87.0,66.0,1.0,7.0,2.9755401611328125,20.0
256.1265563964844,1.0,33.0,70.0,80.0,49.0,0.0,40.0,56.0,84.0,67.0,1.0,7.0,3.862260580062866,12.0
194.0986785888672,1.0,12.0,92.0,67.0,27.0,0.0,18.0,84.0,65.0,27.0,1.0,7.0,3.819519281387329,78.0
0.0,1.0,33.0,67.0,75.0,49.0,0.0,48.0,65.0,93.0,72.0,1.0,7.0,0.0,12.0
14.091329574584961,1.0,16.0,72.0,63.0,29.0,0.0,21.0,87.0,76.0,34.0,1.0,7.0,14.951377868652344,68.0
90.0,1.0,22.0,51.0,57.0,31.0,0.0,48.0,89.0,118.0,77.0,1.0,8.0,6.494581699371338,20.0
303.4593505859375,1.0,23.0,69.0,63.0,31.0,0.0,20.0,77.0,67.0,32.0,1.0,8.0,3.3606059551239014,40.0
147.11119079589844,1.0,11.0,75.0,59.0,27.0,0.0,16.0,87.0,62.0,26.0,1.0,8.0,15.103392601013184,78.0
248.335205078125,1.0,14.0,71.0,55.0,24.0,0.0,19.0,84.0,67.0,30.0,1.0,8.0,5.011836051940918,70.0
206.81314086914062,1.0,30.0,74.0,77.0,44.0,0.0,39.0,72.0,86.0,57.0,1.0,8.0,4.149633407592773,16.0
90.0,1.0,26.0,77.0,78.0,36.0,0.0,35.0,73.0,91.0,56.0,1.0,8.0,4.666034698486328,28.0
251.68637084960938,1.0,32.0,64.0,69.0,36.0,0.0,18.0,19.0,15.0,8.0,1.0,8.0,2.9491329193115234,12.0
270.0,1.0,17.0,83.0,69.0,28.0,0.0,22.0,74.0,73.0,37.0,1.0,8.0,8.353325843811035,55.0
134.82395935058594,1.0,28.0,65.0,59.0,28.0,0.0,26.0,79.0,76.0,40.0,1.0,8.0,2.6295900344848633,16.0
225.1832275390625,1.0,16.0,95.0,68.0,29.0,1.0,20.0,87.0,66.0,29.0,1.0,8.0,2.6299216747283936,54.0
134.58682250976562,1.0,32.0,77.0,84.0,51.0,0.0,43.0,66.0,94.0,68.0,1.0,8.0,2.6405932903289795,13.0
278.099853515625,1.0,14.0,68.0,59.0,29.0,0.0,27.0,79.0,74.0,36.0,1.0,8.0,6.553951740264893,58.0
11.959090232849121,1.0,17.0,63.0,48.0,20.0,0.0,19.0,83.0,66.0,30.0,1.0,8.0,17.45269203186035,67.0
314.8506774902344,1.0,16.0,82.0,57.0,27.0,0.0,25.0,86.0,70.0,36.0,1.0,8.0,14.169981002807617,55.0
180.0,1.0,26.0,76.0,77.0,40.0,0.0,37.0,65.0,87.0,56.0,1.0,8.0,1.8543341159820557,20.0
270.0,1.0,21.0,74.0,73.0,41.0,0.0,37.0,76.0,90.0,56.0,1.0,8.0,0.9347968697547913,37.0
45.25376510620117,1.0,25.0,69.0,75.0,41.0,0.0,52.0,78.0,117.0,94.0,1.0,8.0,2.633181571960449,20.0
251.7631072998047,1.0,34.0,72.0,78.0,47.0,0.0,44.0,65.0,91.0,71.0,1.0,8.0,2.9610965251922607,12.0
140.04513549804688,1.0,19.0,75.0,66.0,30.0,0.0,28.0,94.0,86.0,42.0,1.0,8.0,7.221243858337402,54.0
225.17959594726562,1.0,14.0,80.0,70.0,29.0,0.0,20.0,89.0,72.0,34.0,1.0,8.0,1.3155698776245117,57.0
304.5841369628906,1.0,17.0,64.0,55.0,26.0,0.0,21.0,84.0,72.0,33.0,1.0,8.0,14.395350456237793,71.0
251.67843627929688,1.0,14.0,73.0,56.0,26.0,0.0,20.0,82.0,67.0,31.0,1.0,8.0,2.9479024410247803,60.0
243.52857971191406,1.0,23.0,90.0,91.0,46.0,0.0,31.0,76.0,86.0,45.0,1.0,8.0,2.0798215866088867,47.0
296.2695007324219,1.0,35.0,76.0,83.0,52.0,0.0,54.0,65.0,99.0,86.0,1.0,8.0,2.0946452617645264,12.0
