aspect,datamask,first_b30,first_b40,first_b50,first_b70,gain,last_b30,last_b40,last_b50,last_b70,loss,lossyear,slope,treecover2000
68.28978729248047,1.0,9.0,70.0,50.0,22.0,0.0,18.0,88.0,70.0,31.0,1.0,1.0,5.0019073486328125,99.0
309.66131591796875,1.0,12.0,73.0,58.0,26.0,0.0,27.0,75.0,65.0,34.0,1.0,1.0,7.227334499359131,71.0
26.7449893951416,1.0,22.0,77.0,78.0,39.0,0.0,24.0,79.0,75.0,38.0,1.0,1.0,6.207215309143066,29.0
314.8589172363281,1.0,28.0,73.0,83.0,45.0,0.0,57.0,62.0,108.0,82.0,1.0,1.0,1.3146809339523315,16.0
26.78965187072754,1.0,24.0,71.0,70.0,36.0,0.0,32.0,78.0,79.0,46.0,1.0,1.0,2.07711124420166,28.0
174.26609802246094,1.0,17.0,82.0,68.0,30.0,0.0,30.0,68.0,79.0,43.0,1.0,1.0,18.024028778076172,67.0
213.9547882080078,1.0,32.0,69.0,76.0,41.0,0.0,34.0,63.0,83.0,51.0,1.0,1.0,6.678555965423584,12.0
180.0,1.0,33.0,70.0,78.0,52.0,0.0,43.0,67.0,88.0,64.0,1.0,1.0,0.9274099469184875,12.0
71.71369171142578,1.0,27.0,69.0,70.0,41.0,0.0,46.0,78.0,106.0,75.0,1.0,1.0,2.953381299972534,20.0
198.6077117919922,1.0,24.0,77.0,62.0,28.0,0.0,38.0,66.0,86.0,58.0,1.0,1.0,2.933382511138916,52.0
303.58538818359375,1.0,19.0,69.0,75.0,33.0,0.0,28.0,91.0,94.0,45.0,1.0,1.0,3.349491834640503,47.0
204.05233764648438,1.0,20.0,73.0,61.0,27.0,0.0,30.0,92.0,83.0,42.0,1.0,1.0,9.064712524414062,55.0
225.13442993164062,1.0,21.0,78.0,65.0,32.0,1.0,20.0,94.0,68.0,29.0,1.0,1.0,2.6276731491088867,54.0
140.0519561767578,1.0,14.0,78.0,61.0,26.0,0.0,27.0,77.0,70.0,33.0,1.0,1.0,7.220531463623047,60.0
248.2789764404297,1.0,16.0,72.0,61.0,27.0,0.0,25.0,80.0,74.0,35.0,1.0,1.0,23.624740600585938,55.0
134.87245178222656,1.0,12.0,79.0,55.0,22.0,0.0,25.0,86.0,85.0,41.0,1.0,1.0,6.54439115524292,93.0
90.0,1.0,16.0,81.0,65.0,26.0,0.0,26.0,98.0,84.0,42.0,1.0,1.0,2.802203893661499,47.0
180.0,1.0,14.0,93.0,71.0,31.0,0.0,21.0,93.0,74.0,32.0,1.0,1.0,3.704791784286499,60.0
146.173583984375,1.0,15.0,100.0,85.0,38.0,0.0,25.0,86.0,81.0,41.0,1.0,1.0,3.3456318378448486,62.0
306.6773376464844,1.0,16.0,84.0,66.0,29.0,0.0,57.0,60.0,106.0,90.0,1.0,1.0,4.648131370544434,54.0
185.73480224609375,1.0,11.0,70.0,56.0,22.0,0.0,23.0,84.0,75.0,35.0,1.0,1.0,9.240602493286133,99.0
0.0,1.0,18.0,88.0,73.0,32.0,0.0,30.0,81.0,88.0,50.0,1.0,1.0,0.9274099469184875,49.0
126.76660919189453,1.0,16.0,64.0,56.0,26.0,0.0,25.0,82.0,77.0,38.0,1.0,1.0,4.63847541809082,55.0
40.07707214355469,1.0,16.0,65.0,66.0,31.0,0.0,25.0,78.0,69.0,36.0,1.0,1.0,7.2340497970581055,48.0
314.8160400390625,1.0,15.0,68.0,51.0,23.0,1.0,21.0,98.0,75.0,34.0,1.0,1.0,1.3156706094741821,63.0
142.99098205566406,1.0,16.0,73.0,69.0,33.0,0.0,21.0,87.0,75.0,33.0,1.0,1.0,4.635786533355713,55.0
0.0,1.0,30.0,72.0,72.0,38.0,0.0,41.0,69.0,87.0,63.0,1.0,1.0,0.0,16.0
71.62738800048828,1.0,19.0,66.0,57.0,28.0,0.0,22.0,86.0,68.0,31.0,1.0,1.0,5.864613056182861,54.0
333.3301696777344,1.0,10.0,75.0,63.0,30.0,0.0,26.0,90.0,83.0,41.0,1.0,1.0,8.245929718017578,71.0
105.8808364868164,1.0,12.0,102.0,81.0,34.0,1.0,27.0,82.0,86.0,47.0,1.0,1.0,6.747604846954346,72.0
153.28797912597656,1.0,25.0,78.0,67.0,34.0,0.0,21.0,95.0,73.0,33.0,1.0,1.0,8.248941421508789,47.0
236.41941833496094,1.0,12.0,82.0,68.0,29.0,0.0,20.0,76.0,67.0,31.0,1.0,1.0,3.349912643432617,72.0
258.7404479980469,1.0,10.0,77.0,64.0,29.0,0.0,23.0,86.0,80.0,38.0,1.0,1.0,4.739340782165527,72.0
116.35062408447266,1.0,24.0,69.0,74.0,41.0,0.0,50.0,73.0,111.0,87.0,1.0,1.0,2.0886619091033936,24.0
192.61077880859375,1.0,19.0,96.0,70.0,31.0,1.0,19.0,95.0,74.0,33.0,1.0,1.0,8.491060256958008,55.0
153.28965759277344,1.0,15.0,81.0,60.0,26.0,0.0,28.0,85.0,79.0,40.0,1.0,1.0,4.145893573760986,56.0
129.63478088378906,1.0,14.0,78.0,64.0,31.0,0.0,26.0,82.0,77.0,37.0,1.0,1.0,7.231329917907715,60.0
326.1974182128906,1.0,16.0,79.0,68.0,33.0,0.0,26.0,80.0,80.0,40.0,1.0,1.0,3.3447017669677734,52.0
130.44773864746094,1.0,19.0,63.0,57.0,26.0,0.0,63.0,69.0,103.0,81.0,1.0,1.0,8.514655113220215,47.0
26.648332595825195,1.0,19.0,63.0,60.0,30.0,1.0,23.0,105.0,91.0,42.0,1.0,1.0,2.0745363235473633,52.0
225.25196838378906,1.0,24.0,70.0,77.0,40.0,0.0,42.0,71.0,97.0,70.0,1.0,1.0,2.6330983638763428,28.0
0.0,1.0,16.0,78.0,61.0,28.0,0.0,25.0,88.0,79.0,37.0,1.0,1.0,0.9274099469184875,55.0
194.2071990966797,1.0,36.0,75.0,90.0,58.0,0.0,50.0,68.0,104.0,82.0,1.0,1.0,3.8213388919830322,12.0
31.070125579833984,1.0,11.0,66.0,62.0,27.0,0.0,23.0,89.0,78.0,33.0,1.0,1.0,10.702163696289062,51.0
180.0,1.0,24.0,75.0,76.0,39.0,0.0,44.0,70.0,105.0,75.0,1.0,1.0,0.9274099469184875,28.0
274.9461669921875,1.0,14.0,75.0,62.0,28.0,0.0,25.0,74.0,72.0,35.0,1.0,1.0,20.58118438720703,62.0
90.0,1.0,11.0,88.0,60.0,20.0,0.0,16.0,84.0,61.0,25.0,1.0,1.0,0.9345474243164062,100.0
160.4698944091797,1.0,13.0,86.0,72.0,33.0,1.0,22.0,92.0,73.0,32.0,1.0,1.0,16.277359008789062,62.0
213.92282104492188,1.0,22.0,59.0,69.0,39.0,0.0,34.0,76.0,88.0,56.0,1.0,1.0,3.3494045734405518,29.0
194.16268920898438,1.0,23.0,64.0,73.0,43.0,0.0,46.0,72.0,102.0,74.0,1.0,1.0,3.8205907344818115,20.0
103.962890625,1.0,19.0,58.0,55.0,29.0,0.0,54.0,76.0,101.0,72.0,1.0,1.0,3.838078737258911,47.0
243.56642150878906,1.0,18.0,80.0,60.0,27.0,1.0,26.0,80.0,73.0,35.0,1.0,1.0,2.082582712173462,55.0
134.8621063232422,1.0,11.0,85.0,67.0,27.0,0.0,26.0,100.0,84.0,42.0,1.0,1.0,2.627833127975464,78.0
180.0,1.0,16.0,88.0,76.0,33.0,1.0,23.0,84.0,73.0,34.0,1.0,2.0,2.7802884578704834,52.0
153.3263702392578,1.0,12.0,92.0,77.0,35.0,0.0,28.0,91.0,84.0,44.0,1.0,2.0,2.074995756149292,71.0
333.3470153808594,1.0,15.0,74.0,70.0,32.0,0.0,26.0,84.0,84.0,43.0,1.0,2.0,8.244729995727539,51.0
218.7654571533203,1.0,16.0,83.0,66.0,30.0,0.0,19.0,71.0,62.0,28.0,1.0,2.0,5.92639684677124,61.0
340.4831237792969,1.0,12.0,61.0,55.0,26.0,0.0,27.0,84.0,79.0,37.0,1.0,2.0,16.27609634399414,58.0
293.8091125488281,1.0,14.0,79.0,58.0,24.0,0.0,21.0,85.0,71.0,33.0,1.0,2.0,9.11249828338623,60.0
248.34933471679688,1.0,14.0,78.0,63.0,22.0,0.0,18.0,80.0,62.0,28.0,1.0,2.0,5.0149335861206055,60.0
305.9060363769531,1.0,16.0,80.0,63.0,26.0,0.0,24.0,92.0,73.0,33.0,1.0,2.0,12.452275276184082,69.0
5.752359390258789,1.0,19.0,88.0,76.0,36.0,0.0,20.0,84.0,67.0,30.0,1.0,2.0,9.24088191986084,47.0
345.9079895019531,1.0,17.0,83.0,73.0,31.0,1.0,27.0,91.0,99.0,50.0,1.0,2.0,3.8194081783294678,52.0
291.66748046875,1.0,20.0,87.0,81.0,39.0,0.0,58.0,67.0,96.0,73.0,1.0,2.0,5.011246681213379,45.0
161.4835968017578,1.0,11.0,72.0,53.0,22.0,0.0,21.0,82.0,73.0,33.0,1.0,2.0,5.848358154296875,99.0
314.840087890625,1.0,15.0,73.0,52.0,24.0,0.0,20.0,92.0,71.0,32.0,1.0,2.0,3.9398186206817627,76.0
350.4815673828125,1.0,14.0,76.0,59.0,25.0,0.0,20.0,83.0,65.0,29.0,1.0,2.0,5.624493598937988,70.0
211.10818481445312,1.0,14.0,77.0,63.0,27.0,0.0,22.0,79.0,72.0,33.0,1.0,2.0,5.400315761566162,64.0
45.19834518432617,1.0,13.0,80.0,56.0,21.0,0.0,21.0,91.0,76.0,36.0,1.0,2.0,5.250194549560547,89.0
180.0,1.0,18.0,84.0,72.0,31.0,1.0,23.0,84.0,72.0,36.0,1.0,2.0,6.464860916137695,51.0
26.65776824951172,1.0,20.0,83.0,78.0,36.0,0.0,25.0,86.0,81.0,42.0,1.0,2.0,6.2025017738342285,41.0
74.80645751953125,1.0,14.0,77.0,64.0,27.0,0.0,22.0,80.0,75.0,34.0,1.0,2.0,10.497797012329102,65.0
37.0311279296875,1.0,17.0,77.0,63.0,27.0,0.0,22.0,92.0,71.0,32.0,1.0,2.0,4.637129783630371,55.0
17.194623947143555,1.0,13.0,86.0,67.0,29.0,0.0,24.0,87.0,70.0,31.0,1.0,2.0,12.423073768615723,55.0
26.681638717651367,1.0,13.0,75.0,58.0,24.0,0.0,19.0,90.0,66.0,28.0,1.0,2.0,2.075141429901123,71.0
228.9286346435547,1.0,16.0,79.0,64.0,28.0,0.0,21.0,85.0,73.0,34.0,1.0,2.0,9.785690307617188,55.0
251.62852478027344,1.0,18.0,88.0,81.0,39.0,1.0,20.0,82.0,72.0,32.0,1.0,2.0,2.940183162689209,47.0
240.40164184570312,1.0,17.0,80.0,67.0,29.0,0.0,20.0,85.0,70.0,32.0,1.0,2.0,7.468717575073242,56.0
90.0,1.0,21.0,64.0,69.0,36.0,0.0,25.0,84.0,65.0,30.0,1.0,2.0,0.9364747405052185,37.0
314.84075927734375,1.0,13.0,88.0,63.0,26.0,0.0,22.0,87.0,70.0,31.0,1.0,2.0,2.628815174102783,72.0
79.26997375488281,1.0,16.0,71.0,55.0,26.0,0.0,21.0,107.0,76.0,34.0,1.0,2.0,19.17688751220703,58.0
134.867919921875,1.0,13.0,70.0,58.0,27.0,0.0,20.0,84.0,73.0,35.0,1.0,2.0,2.627565622329712,60.0
161.44874572753906,1.0,11.0,61.0,39.0,18.0,1.0,20.0,89.0,73.0,33.0,1.0,2.0,5.849542617797852,90.0
60.40419387817383,1.0,16.0,77.0,53.0,23.0,0.0,17.0,94.0,69.0,30.0,1.0,2.0,7.469297409057617,63.0
90.0,1.0,14.0,89.0,61.0,21.0,0.0,56.0,77.0,94.0,56.0,1.0,2.0,1.8669215440750122,76.0
225.12998962402344,1.0,19.0,75.0,64.0,28.0,0.0,25.0,82.0,84.0,41.0,1.0,2.0,10.401456832885742,54.0
142.980712890625,1.0,15.0,82.0,62.0,26.0,0.0,23.0,86.0,74.0,35.0,1.0,2.0,4.636409759521484,56.0
146.19911193847656,1.0,12.0,102.0,90.0,40.0,0.0,22.0,75.0,66.0,30.0,1.0,2.0,3.3446359634399414,60.0
196.0249786376953,1.0,12.0,78.0,64.0,28.0,0.0,25.0,83.0,70.0,34.0,1.0,2.0,6.723885536193848,72.0
225.13478088378906,1.0,11.0,64.0,47.0,21.0,0.0,19.0,84.0,70.0,31.0,1.0,2.0,1.314536213874817,99.0
134.66799926757812,1.0,26.0,68.0,71.0,39.0,0.0,41.0,63.0,83.0,59.0,1.0,2.0,1.3191040754318237,27.0
26.6627197265625,1.0,12.0,76.0,66.0,29.0,0.0,23.0,90.0,77.0,35.0,1.0,2.0,4.144167900085449,60.0
90.0,1.0,14.0,84.0,74.0,34.0,0.0,26.0,75.0,77.0,37.0,1.0,2.0,5.5698652267456055,51.0
77.54190063476562,1.0,11.0,68.0,47.0,19.0,1.0,21.0,94.0,78.0,36.0,1.0,2.0,8.535103797912598,99.0
147.34402465820312,1.0,17.0,81.0,66.0,27.0,0.0,22.0,91.0,75.0,34.0,1.0,2.0,11.941951751708984,55.0
76.04654693603516,1.0,18.0,91.0,75.0,32.0,1.0,23.0,85.0,77.0,38.0,1.0,2.0,3.840616226196289,58.0
45.118045806884766,1.0,16.0,80.0,67.0,29.0,0.0,24.0,82.0,76.0,35.0,1.0,2.0,2.626919984817505,54.0
188.1728973388672,1.0,13.0,82.0,61.0,26.0,0.0,20.0,82.0,70.0,32.0,1.0,2.0,6.530623912811279,60.0
25.797941207885742,1.0,17.0,81.0,72.0,30.0,0.0,21.0,92.0,75.0,34.0,1.0,2.0,25.89438247680664,54.0
260.637939453125,1.0,28.0,67.0,74.0,41.0,0.0,36.0,62.0,80.0,54.0,1.0,2.0,5.682866096496582,16.0
90.0,1.0,14.0,75.0,68.0,32.0,1.0,26.0,86.0,90.0,45.0,1.0,2.0,10.14441204071045,54.0
239.14337158203125,1.0,9.0,80.0,63.0,26.0,0.0,17.0,76.0,60.0,28.0,1.0,2.0,5.408944606781006,71.0
116.45685577392578,1.0,13.0,76.0,63.0,27.0,0.0,27.0,90.0,90.0,45.0,1.0,2.0,2.080883502960205,61.0
208.17552185058594,1.0,13.0,69.0,50.0,20.0,0.0,21.0,90.0,74.0,33.0,1.0,2.0,15.400578498840332,70.0
243.54251098632812,1.0,15.0,70.0,55.0,24.0,0.0,21.0,85.0,77.0,35.0,1.0,2.0,2.0808370113372803,76.0
206.70127868652344,1.0,13.0,85.0,66.0,30.0,0.0,20.0,95.0,73.0,32.0,1.0,2.0,10.270596504211426,60.0
205.11398315429688,1.0,20.0,71.0,61.0,27.0,0.0,25.0,83.0,83.0,39.0,1.0,2.0,15.011682510375977,51.0
150.80670166015625,1.0,20.0,85.0,75.0,34.0,1.0,24.0,89.0,79.0,36.0,1.0,2.0,9.4746732711792,47.0
116.4335708618164,1.0,13.0,93.0,72.0,31.0,0.0,21.0,87.0,69.0,30.0,1.0,2.0,2.082582712173462,55.0
218.78440856933594,1.0,14.0,76.0,63.0,27.0,0.0,22.0,74.0,73.0,34.0,1.0,2.0,5.927960395812988,60.0
180.0,1.0,21.0,80.0,72.0,33.0,0.0,26.0,85.0,87.0,43.0,1.0,2.0,3.704791784286499,40.0
243.54983520507812,1.0,19.0,68.0,52.0,23.0,1.0,23.0,91.0,75.0,34.0,1.0,2.0,4.15726375579834,55.0
270.0,1.0,20.0,90.0,76.0,34.0,0.0,30.0,80.0,83.0,43.0,1.0,2.0,1.8648579120635986,45.0
90.0,1.0,14.0,83.0,66.0,29.0,1.0,20.0,89.0,71.0,32.0,1.0,2.0,3.7277944087982178,62.0
225.11293029785156,1.0,19.0,75.0,76.0,36.0,0.0,22.0,70.0,61.0,29.0,1.0,2.0,1.3140329122543335,47.0
63.67863845825195,1.0,23.0,78.0,70.0,39.0,0.0,27.0,72.0,69.0,42.0,1.0,2.0,2.0908162593841553,33.0
90.0,1.0,24.0,73.0,70.0,39.0,0.0,37.0,64.0,84.0,62.0,1.0,2.0,1.8781319856643677,28.0
94.06499481201172,1.0,15.0,87.0,72.0,31.0,0.0,24.0,92.0,82.0,38.0,1.0,2.0,12.863319396972656,55.0
345.8840026855469,1.0,22.0,71.0,83.0,43.0,0.0,22.0,80.0,66.0,29.0,1.0,2.0,3.8198084831237793,54.0
63.59367370605469,1.0,25.0,80.0,67.0,30.0,0.0,42.0,75.0,95.0,61.0,1.0,2.0,2.0845754146575928,37.0
176.806396484375,1.0,11.0,80.0,61.0,24.0,0.0,26.0,92.0,89.0,42.0,1.0,2.0,16.268991470336914,71.0
180.0,1.0,11.0,82.0,59.0,20.0,0.0,19.0,77.0,63.0,29.0,1.0,2.0,1.8543341159820557,100.0
300.81689453125,1.0,15.0,79.0,75.0,35.0,0.0,23.0,82.0,81.0,41.0,1.0,2.0,5.415195465087891,58.0
0.0,1.0,14.0,76.0,61.0,28.0,0.0,24.0,97.0,85.0,41.0,1.0,2.0,3.704791784286499,58.0
270.0,1.0,31.0,71.0,84.0,46.0,0.0,42.0,69.0,106.0,74.0,1.0,2.0,0.9326899647712708,16.0
121.89271545410156,1.0,14.0,79.0,60.0,28.0,0.0,26.0,96.0,85.0,39.0,1.0,2.0,8.709848403930664,60.0
314.8205871582031,1.0,19.0,72.0,54.0,26.0,0.0,20.0,89.0,67.0,28.0,1.0,2.0,3.9411635398864746,61.0
113.07479858398438,1.0,15.0,66.0,52.0,21.0,0.0,22.0,96.0,73.0,32.0,1.0,2.0,7.0633649826049805,59.0
288.2977600097656,1.0,22.0,77.0,73.0,37.0,0.0,22.0,86.0,69.0,34.0,1.0,2.0,2.9516005516052246,32.0
180.0,1.0,13.0,77.0,61.0,26.0,0.0,20.0,83.0,72.0,32.0,1.0,2.0,0.9274099469184875,60.0
254.1748504638672,1.0,15.0,75.0,56.0,23.0,0.0,20.0,92.0,75.0,35.0,1.0,2.0,6.7705278396606445,62.0
14.118261337280273,1.0,16.0,62.0,53.0,25.0,0.0,19.0,96.0,74.0,33.0,1.0,2.0,3.8198466300964355,58.0
0.0,1.0,13.0,82.0,65.0,28.0,1.0,22.0,74.0,69.0,33.0,1.0,2.0,12.76917839050293,60.0
164.684326171875,1.0,17.0,83.0,75.0,32.0,0.0,17.0,70.0,59.0,25.0,1.0,2.0,10.46029281616211,58.0
133.16189575195312,1.0,22.0,50.0,47.0,26.0,0.0,17.0,90.0,67.0,30.0,1.0,2.0,20.738012313842773,28.0
339.3116455078125,1.0,11.0,77.0,55.0,19.0,0.0,21.0,95.0,76.0,35.0,1.0,2.0,7.881288051605225,100.0
258.753662109375,1.0,16.0,71.0,60.0,28.0,0.0,22.0,85.0,68.0,30.0,1.0,2.0,4.744808197021484,55.0
218.82000732421875,1.0,15.0,79.0,64.0,27.0,1.0,20.0,89.0,72.0,32.0,1.0,2.0,5.930901527404785,55.0
275.6746826171875,1.0,16.0,86.0,74.0,32.0,0.0,27.0,80.0,85.0,45.0,1.0,2.0,9.297462463378906,52.0
278.7125244140625,1.0,12.0,77.0,60.0,25.0,0.0,25.0,82.0,79.0,38.0,1.0,2.0,12.064446449279785,87.0
90.0,1.0,11.0,74.0,58.0,24.0,0.0,25.0,79.0,78.0,37.0,1.0,2.0,4.646673202514648,90.0
270.0,1.0,18.0,81.0,67.0,27.0,0.0,43.0,75.0,92.0,63.0,1.0,2.0,5.587491989135742,49.0
327.41607666015625,1.0,14.0,56.0,53.0,23.0,0.0,22.0,73.0,63.0,29.0,1.0,2.0,11.93262004852295,69.0
341.47515869140625,1.0,15.0,84.0,69.0,30.0,1.0,20.0,80.0,69.0,31.0,1.0,2.0,11.57788372039795,56.0
251.6658172607422,1.0,21.0,88.0,84.0,43.0,0.0,24.0,82.0,77.0,36.0,1.0,2.0,2.94594669342041,40.0
215.64749145507812,1.0,15.0,70.0,59.0,27.0,0.0,21.0,84.0,76.0,35.0,1.0,2.0,15.583109855651855,62.0
303.5240783691406,1.0,9.0,82.0,62.0,21.0,1.0,20.0,92.0,68.0,30.0,1.0,2.0,6.686925411224365,100.0
119.44074249267578,1.0,15.0,74.0,70.0,33.0,1.0,22.0,105.0,79.0,34.0,1.0,2.0,29.243423461914062,58.0
99.42357635498047,1.0,16.0,81.0,68.0,30.0,1.0,21.0,91.0,73.0,32.0,1.0,2.0,5.64634370803833,65.0
90.0,1.0,10.0,83.0,63.0,26.0,1.0,21.0,88.0,75.0,34.0,1.0,2.0,0.9325995445251465,71.0
225.2090606689453,1.0,14.0,78.0,58.0,21.0,0.0,21.0,80.0,74.0,36.0,1.0,2.0,2.6311142444610596,78.0
198.53488159179688,1.0,18.0,63.0,56.0,27.0,0.0,47.0,80.0,101.0,62.0,1.0,2.0,2.9321322441101074,62.0
45.137516021728516,1.0,17.0,68.0,60.0,28.0,0.0,22.0,90.0,75.0,34.0,1.0,2.0,1.3145990371704102,54.0
333.3018493652344,1.0,14.0,66.0,53.0,22.0,0.0,18.0,72.0,60.0,27.0,1.0,3.0,2.07544207572937,90.0
234.67138671875,1.0,18.0,78.0,70.0,31.0,0.0,24.0,84.0,77.0,40.0,1.0,3.0,7.967833995819092,45.0
314.72064208984375,1.0,34.0,73.0,82.0,53.0,0.0,24.0,82.0,68.0,34.0,1.0,3.0,3.948077440261841,16.0
246.89466857910156,1.0,17.0,96.0,77.0,34.0,0.0,36.0,80.0,92.0,55.0,1.0,3.0,7.054629802703857,52.0
